First_pokemon_HP,First_pokemon_ATK,First_pokemon_DEF,First_pokemon_SP_ATK,First_pokemon_DP_DEF,First_pokemon_Speed,First_pokemon_STATS_SUM,First_pokemon_RATIO,Second_pokemon_HP,Second_pokemon_ATK,Second_pokemon_DEF,Second_pokemon_SP_ATK,Second_pokemon_DP_DEF,Second_pokemon_Speed,Second_pokemon_STATS_SUM,Second_pokemon_RATIO,Relation
100,100,100,100,100,100,600,0.8602941176470589,60,59,85,79,105,36,424,0.16666666666666666,0.25
55,84,105,114,75,52,485,0.2890625,105,150,90,150,90,95,680,0.8285714285714286,0.5
80,80,80,55,55,90,440,0.6417910447761194,45,100,45,45,45,10,290,0.2949640287769784,1.0
50,65,90,35,35,15,290,0.14678899082568808,70,45,48,60,65,35,323,0.15748031496062992,0.5
80,80,90,110,130,110,600,0.8721804511278195,30,65,100,45,25,40,305,0.1891891891891892,1.0
75,125,230,55,95,30,610,0.3448275862068966,70,70,115,130,90,60,535,0.5338983050847458,1.0
45,50,45,115,55,95,405,0.6936936936936937,95,109,105,75,85,56,525,0.34513274336283184,1.0
100,73,83,73,83,55,467,0.371900826446281,45,50,45,115,55,95,405,0.6936936936936937,0.25
100,100,100,100,100,100,600,0.8345864661654135,50,85,55,65,65,90,410,0.7478260869565218,0.5
64,78,52,78,52,81,405,0.6422764227642277,50,65,107,105,107,86,520,0.6991150442477876,0.5
66,65,48,62,57,52,350,0.36220472440944884,70,60,62,80,82,60,414,0.4375,0.25
40,55,30,30,30,60,245,0.43548387096774194,30,30,42,30,42,70,244,0.4230769230769231,2.0
65,45,55,45,70,45,325,0.24369747899159663,40,60,40,40,40,30,250,0.0948905109489051,1.0
67,57,55,77,55,114,425,0.8879310344827587,95,65,65,110,130,60,525,0.4016393442622951,1.0
50,85,40,85,40,35,335,0.1746031746031746,60,100,85,80,85,100,510,0.7007874015748031,1.0
50,50,50,50,50,50,300,0.30708661417322836,95,85,85,65,65,35,430,0.2571428571428571,1.0
84,86,88,111,101,60,530,0.4634146341463415,64,88,50,88,50,106,446,0.9111111111111111,1.0
75,125,75,30,75,85,465,0.625,69,55,45,55,55,15,294,0.11666666666666667,0.5
54,66,70,44,55,46,335,0.4214876033057851,90,92,87,75,85,76,505,0.5409836065573771,1.0
40,45,40,65,40,65,295,0.5661764705882353,74,100,72,90,72,46,454,0.24561403508771928,0.5
80,120,130,55,65,45,495,0.37037037037037035,60,45,70,45,90,95,405,0.7304964539007093,2.0
70,70,115,130,90,60,535,0.5338983050847458,106,110,90,154,90,130,680,0.926829268292683,1.0
59,59,58,90,70,73,409,0.5826086956521739,80,82,83,100,100,80,525,0.6742424242424242,2.0
51,65,65,80,75,59,395,0.4365079365079365,50,95,90,95,90,180,600,0.9172413793103448,1.0
64,51,23,51,23,28,240,0.11363636363636363,95,85,85,65,65,35,430,0.2571428571428571,1.0
20,10,230,10,230,5,505,0.0,55,45,45,25,25,15,210,0.048,0.5
30,45,59,30,39,57,260,0.2803030303030303,30,30,30,30,30,30,180,0.12612612612612611,4.0
120,120,120,120,120,120,720,0.9344262295081968,85,60,65,135,105,100,550,0.7518248175182481,1.0
50,35,55,25,25,15,205,0.05263157894736842,46,87,60,30,40,57,320,0.37777777777777777,1.0
67,89,116,79,116,33,500,0.2624113475177305,100,100,100,100,100,100,600,0.8345864661654135,0.5
70,65,60,90,75,90,450,0.6571428571428571,76,25,45,67,55,24,292,0.0390625,2.0
37,25,41,25,41,25,194,0.08870967741935484,40,40,50,30,30,30,220,0.0873015873015873,2.0
30,30,42,30,42,70,244,0.4230769230769231,70,60,70,87,78,85,450,0.6228070175438597,4.0
255,10,10,75,135,55,540,0.3125,100,73,83,73,83,55,467,0.371900826446281,1.0
65,95,57,100,85,93,495,0.7441860465116279,103,60,86,60,86,50,445,0.3458646616541353,1.0
50,50,150,50,150,50,500,0.2571428571428571,110,85,95,80,95,50,515,0.2713178294573643,1.0
75,89,85,55,65,36,405,0.29545454545454547,100,150,90,180,160,90,770,0.7348484848484849,2.0
126,131,95,131,98,99,680,0.8102189781021898,110,78,73,76,71,60,468,0.3333333333333333,1.0
73,115,60,60,60,90,458,0.6694915254237288,80,85,95,30,30,25,345,0.2857142857142857,0.5
85,100,122,58,75,54,494,0.3939393939393939,69,55,45,55,55,15,294,0.11666666666666667,0.25
75,75,95,75,95,113,528,0.9015151515151515,50,20,55,25,25,30,205,0.09774436090225563,0.5
72,58,80,103,80,97,490,0.7171052631578947,38,41,40,50,65,65,299,0.4108527131782946,1.0
106,190,100,154,100,130,780,0.9259259259259259,74,94,131,54,116,20,489,0.4485294117647059,1.0
95,135,80,110,80,100,600,0.8248175182481752,100,100,90,150,140,90,670,0.71875,1.0
59,63,80,65,80,58,405,0.41843971631205673,45,100,45,45,45,10,290,0.2949640287769784,2.0
75,80,55,25,35,35,305,0.18666666666666668,111,83,68,92,82,39,475,0.1774193548387097,1.0
79,103,120,135,115,78,630,0.5763888888888888,62,44,50,44,50,55,305,0.3629032258064516,0.5
60,82,45,45,45,74,351,0.5752212389380531,110,78,73,76,71,60,468,0.3333333333333333,1.0
30,45,55,70,55,85,340,0.5633802816901409,66,117,70,40,50,67,410,0.4573643410852713,0.5
60,75,85,100,85,115,520,0.8992248062015504,65,80,65,35,65,60,370,0.38405797101449274,1.0
73,115,60,60,60,90,458,0.6694915254237288,40,30,50,55,55,100,330,0.584070796460177,1.0
40,35,30,120,70,105,400,0.6692307692307692,73,95,62,85,65,85,465,0.6666666666666666,1.0
100,134,110,95,100,61,600,0.4057971014492754,75,80,60,65,90,102,472,0.8625954198473282,1.0
85,110,90,45,90,80,500,0.6206896551724138,74,48,76,83,81,104,466,0.7913043478260869,1.0
35,65,35,65,35,65,300,0.46621621621621623,63,63,47,41,41,74,329,0.56,1.0
70,150,140,65,100,75,600,0.55,61,84,65,70,70,70,420,0.5,1.0
70,55,55,80,60,45,365,0.2222222222222222,50,95,180,85,45,70,525,0.5298507462686567,2.0
95,100,85,108,70,70,528,0.5652173913043478,75,95,125,45,75,95,510,0.8257575757575758,2.0
60,60,50,40,50,75,335,0.5882352941176471,60,90,140,50,50,40,430,0.2535211267605634,0.25
75,100,110,45,55,65,450,0.5333333333333333,95,75,110,100,80,30,490,0.15267175572519084,1.0
75,90,50,110,80,95,500,0.7985611510791367,111,83,68,92,82,39,475,0.1774193548387097,0.5
90,100,70,110,150,80,600,0.6037735849056604,74,48,76,83,81,104,466,0.7322834645669292,1.0
48,61,40,61,40,50,300,0.2543859649122807,35,35,40,35,55,50,250,0.40336134453781514,1.0
70,120,40,95,40,95,460,0.8106060606060606,115,115,85,90,75,100,580,0.8134328358208955,2.0
74,100,72,90,72,46,454,0.24561403508771928,100,110,90,85,90,60,535,0.47794117647058826,4.0
80,80,80,80,80,80,480,0.6015037593984962,44,48,65,50,64,43,314,0.1623931623931624,0.5
65,90,120,85,70,60,490,0.43410852713178294,40,30,30,40,50,30,220,0.07936507936507936,2.0
70,110,80,55,80,105,500,0.8794326241134752,50,65,64,44,48,43,314,0.2196969696969697,1.0
90,60,60,40,40,40,330,0.29545454545454547,80,70,70,90,100,70,480,0.5609756097560976,0.5
40,30,35,50,70,55,280,0.28205128205128205,105,30,105,140,105,55,540,0.3524590163934426,0.5
72,85,70,65,70,58,420,0.41304347826086957,103,93,67,71,61,84,479,0.7142857142857143,0.5
35,60,44,40,54,55,288,0.366412213740458,70,95,85,55,65,70,440,0.5,0.5
72,105,115,54,86,68,500,0.5149253731343284,75,80,70,65,75,90,455,0.7578125,2.0
55,20,35,20,45,75,250,0.37681159420289856,45,60,32,50,32,76,295,0.5925925925925926,1.0
72,85,70,65,70,58,420,0.41304347826086957,65,83,57,95,85,105,490,0.8914728682170543,1.0
37,25,41,25,41,25,194,0.08870967741935484,79,100,80,110,90,121,580,0.968,0.5
95,110,80,70,80,50,485,0.37209302325581395,43,30,55,40,65,97,330,0.6030534351145038,0.5
80,100,200,50,100,50,580,0.3472222222222222,90,130,80,65,85,55,505,0.4396551724137931,0.5
65,70,60,65,65,115,440,0.8583333333333333,85,120,70,50,60,100,485,0.8308823529411765,1.0
60,60,60,35,35,30,280,0.11194029850746269,80,145,150,105,110,110,700,0.8692307692307693,0.5
55,84,105,114,75,52,485,0.2890625,99,68,83,72,87,51,460,0.417910447761194,0.5
89,145,90,105,80,91,600,0.8549618320610687,75,65,55,65,55,69,384,0.43548387096774194,1.0
60,85,42,85,42,91,405,0.8227848101265823,105,130,120,45,45,40,485,0.4444444444444444,0.5
89,125,90,115,80,101,600,0.8725490196078431,71,95,85,110,95,79,535,0.664,1.0
90,93,55,70,55,55,418,0.3819444444444444,65,83,57,95,85,105,490,0.8914728682170543,1.0
63,63,47,41,41,74,329,0.56,50,65,107,105,107,86,520,0.7272727272727273,1.0
50,180,20,180,20,150,600,0.9029850746268657,116,55,85,107,95,29,487,0.06818181818181818,0.5
65,90,50,85,45,55,390,0.371900826446281,58,70,45,40,45,42,300,0.25925925925925924,0.5
38,35,40,27,25,35,200,0.08208955223880597,108,112,118,68,72,47,525,0.2916666666666667,1.0
30,105,90,25,25,50,325,0.2773722627737226,50,85,40,85,40,35,335,0.1746031746031746,0.5
38,41,40,50,65,65,299,0.4108527131782946,90,70,80,70,95,70,475,0.5190839694656488,1.0
108,130,95,80,85,102,600,0.7637795275590551,59,66,70,44,55,41,335,0.25190839694656486,0.5
45,100,135,65,135,45,525,0.29411764705882354,105,95,80,40,80,90,490,0.753968253968254,0.0
75,125,70,125,70,115,580,0.9037037037037037,44,58,44,58,44,61,309,0.41964285714285715,1.0
60,100,89,55,69,112,485,0.9298245614035088,45,100,45,45,45,10,290,0.2949640287769784,0.5
55,55,55,85,55,30,335,0.1320754716981132,65,70,60,65,65,115,440,0.8583333333333333,1.0
95,65,65,110,130,60,525,0.4016393442622951,70,85,70,60,70,50,405,0.28378378378378377,1.0
60,40,50,75,85,95,405,0.6044776119402985,60,60,60,105,105,105,495,0.848,1.0
35,85,45,35,35,75,310,0.6492537313432836,65,60,70,85,75,40,395,0.1796875,1.0
70,50,30,95,135,105,485,0.8040540540540541,105,180,100,180,100,115,780,0.9477611940298507,4.0
85,100,122,58,75,54,494,0.3939393939393939,70,110,75,145,85,145,630,0.9444444444444444,0.25
60,75,85,100,85,115,520,0.8992248062015504,80,100,70,50,60,45,405,0.25806451612903225,1.0
78,92,75,74,63,118,500,0.8842975206611571,40,45,35,65,55,70,310,0.4482758620689655,2.0
70,110,70,115,70,90,525,0.75,70,110,80,55,80,105,500,0.8794326241134752,0.25
45,60,32,50,32,76,295,0.5925925925925926,45,90,20,65,20,65,305,0.5116279069767442,2.0
70,55,75,45,65,60,370,0.45901639344262296,60,85,42,85,42,91,405,0.8227848101265823,0.5
55,50,45,135,95,120,500,0.7714285714285715,80,45,65,90,110,80,470,0.5462962962962963,0.5
45,60,45,25,45,55,275,0.29,70,85,65,105,85,120,530,0.9262295081967213,1.0
55,85,122,58,75,99,494,0.8099173553719008,30,40,55,40,55,60,280,0.3237410071942446,2.0
80,82,100,83,100,80,525,0.6821705426356589,82,121,119,69,59,71,521,0.5394736842105263,1.0
90,92,87,75,85,76,505,0.5409836065573771,85,56,77,50,77,78,423,0.53125,0.5
44,75,35,63,33,45,295,0.2647058823529412,30,30,30,30,30,30,180,0.12612612612612611,1.0
91,134,95,100,100,80,600,0.6304347826086957,54,78,103,53,45,22,355,0.23255813953488372,0.5
90,92,75,92,85,60,494,0.49586776859504134,40,65,40,80,40,65,330,0.5038167938931297,1.0
100,75,115,90,115,85,580,0.6446280991735537,55,40,40,65,45,35,280,0.16428571428571428,1.0
65,155,120,65,90,105,600,0.8677685950413223,55,55,55,85,55,30,335,0.1320754716981132,2.0
50,50,120,80,80,30,410,0.07258064516129033,50,65,90,35,35,15,290,0.14678899082568808,4.0
40,80,100,30,30,20,300,0.11851851851851852,70,140,70,110,65,105,560,0.95,1.0
95,85,85,65,65,35,430,0.2571428571428571,80,80,80,55,55,90,440,0.6417910447761194,1.0
80,45,65,90,110,80,470,0.5462962962962963,50,53,48,53,48,64,316,0.358974358974359,1.0
30,80,90,55,45,55,355,0.4295774647887324,90,100,90,125,85,90,580,0.7352941176470589,8.0
91,129,90,72,90,108,580,0.8536585365853658,60,80,50,50,50,40,330,0.23853211009174313,2.0
75,70,90,70,105,80,490,0.656,59,59,58,90,70,73,409,0.5826086956521739,1.0
95,145,130,120,90,120,700,0.9398496240601504,70,120,65,45,85,125,510,0.9747899159663865,1.0
80,185,115,40,105,75,600,0.6230769230769231,91,90,129,90,72,108,580,0.9140625,0.5
45,49,65,49,65,45,318,0.275,130,65,60,110,95,65,525,0.5227272727272727,2.0
45,45,55,45,55,63,308,0.4594594594594595,65,125,60,95,60,105,510,0.9236641221374046,1.0
90,100,60,90,60,80,480,0.6422764227642277,75,87,63,87,63,98,473,0.865546218487395,1.0
45,35,50,70,50,30,280,0.15753424657534246,75,85,200,55,65,30,510,0.16778523489932887,1.0
38,36,38,32,36,57,237,0.3893805309734513,65,50,35,115,95,95,455,0.7333333333333333,1.0
55,40,40,65,45,35,280,0.16428571428571428,71,73,88,120,89,59,500,0.43537414965986393,2.0
43,30,55,40,65,97,330,0.6030534351145038,79,103,120,135,115,78,630,0.5763888888888888,0.5
59,66,70,44,55,41,335,0.25190839694656486,45,20,50,60,120,50,345,0.24074074074074073,1.0
58,50,145,95,105,30,483,0.2459016393442623,150,80,44,90,54,80,498,0.625,2.0
106,110,90,154,90,130,680,0.926829268292683,62,73,55,56,52,84,382,0.7244094488188977,1.0
90,95,105,165,110,45,610,0.2890625,85,76,64,45,55,90,415,0.6739130434782609,1.0
55,55,85,65,85,35,380,0.2014388489208633,105,105,75,65,100,50,500,0.37593984962406013,1.0
53,51,53,61,56,40,314,0.14285714285714285,65,80,80,59,63,58,405,0.4411764705882353,0.5
30,42,118,42,88,30,350,0.112,55,95,55,35,75,115,430,0.9380530973451328,4.0
50,105,125,55,95,50,480,0.375886524822695,65,110,130,60,65,95,525,0.8278145695364238,1.0
64,78,52,78,52,81,405,0.6422764227642277,75,80,70,65,75,90,455,0.7578125,0.25
95,95,85,125,65,55,520,0.3894736842105263,43,30,55,40,65,97,330,0.6030534351145038,2.0
91,90,72,90,129,108,580,0.896,55,84,105,114,75,52,485,0.2890625,2.0
103,93,67,71,61,84,479,0.7142857142857143,65,75,90,97,123,44,494,0.1987179487179487,0.5
35,55,40,45,40,60,275,0.35714285714285715,89,145,90,105,80,91,600,0.8549618320610687,0.0
53,51,53,61,56,40,314,0.14285714285714285,130,70,35,70,35,60,400,0.4017857142857143,0.5
10,55,25,35,45,95,265,0.5396825396825397,85,120,70,50,60,100,485,0.8308823529411765,0.0
75,98,63,98,63,101,498,0.849624060150376,65,75,70,95,70,95,470,0.7272727272727273,1.0
110,135,60,50,65,88,508,0.7744360902255639,100,110,90,85,90,60,535,0.47794117647058826,0.5
65,75,105,35,65,85,430,0.6940298507462687,85,105,100,79,83,78,530,0.5869565217391305,1.0
45,67,60,35,50,63,320,0.5128205128205128,75,100,110,45,55,65,450,0.5333333333333333,2.0
170,90,45,90,45,60,500,0.427536231884058,60,75,100,55,80,50,420,0.3088235294117647,1.0
85,60,65,135,105,100,550,0.7518248175182481,30,56,35,25,35,72,253,0.48148148148148145,1.0
53,51,53,61,56,40,314,0.14285714285714285,65,90,115,45,115,58,488,0.5041322314049587,1.0
125,120,90,170,100,95,700,0.78125,60,90,70,60,120,40,440,0.27419354838709675,1.0
100,90,130,45,65,55,485,0.4253731343283582,116,55,85,107,95,29,487,0.06818181818181818,1.0
95,155,109,70,130,81,640,0.6788321167883211,85,90,80,70,80,130,535,0.9262295081967213,1.0
35,35,40,35,55,50,250,0.40336134453781514,65,75,70,95,70,95,470,0.7272727272727273,0.5
30,40,55,40,55,60,280,0.3237410071942446,100,150,120,120,100,90,680,0.6493506493506493,1.0
35,60,44,40,54,55,288,0.366412213740458,106,130,90,110,154,90,680,0.719626168224299,1.0
50,53,48,53,48,64,316,0.358974358974359,39,52,43,60,50,65,309,0.49107142857142855,2.0
111,83,68,92,82,39,475,0.1774193548387097,64,78,52,78,52,81,405,0.6422764227642277,4.0
35,64,85,74,55,32,345,0.19827586206896552,91,90,106,130,106,77,600,0.648854961832061,2.0
90,90,85,125,90,100,580,0.768595041322314,65,80,140,40,70,70,465,0.5223880597014925,1.0
40,60,40,40,40,30,250,0.0948905109489051,43,80,65,50,35,35,308,0.14193548387096774,1.0
59,74,50,35,50,35,303,0.3125,100,150,110,95,110,70,635,0.5923076923076923,1.0
76,65,45,92,42,91,411,0.7449664429530202,85,105,85,40,50,40,405,0.211864406779661,2.0
25,35,70,95,55,45,325,0.16783216783216784,105,140,55,30,55,95,480,0.8195488721804511,0.5
75,110,110,110,105,80,590,0.656934306569343,42,52,67,39,56,50,306,0.2868217054263566,1.0
70,110,180,60,60,50,530,0.4117647058823529,60,60,75,60,75,80,410,0.7321428571428571,0.5
50,50,77,95,77,91,440,0.5916666666666667,116,55,85,107,95,29,487,0.06818181818181818,2.0
80,160,60,170,130,80,680,0.6180555555555556,74,100,72,90,72,46,454,0.24561403508771928,1.0
64,51,23,51,23,28,240,0.11363636363636363,60,45,70,45,90,95,405,0.7304964539007093,1.0
59,110,150,45,49,35,448,0.3333333333333333,105,150,90,150,90,95,680,0.8285714285714286,1.0
91,90,129,90,72,108,580,0.9140625,44,38,39,61,79,42,303,0.2251655629139073,0.25
50,60,45,100,80,65,400,0.45689655172413796,67,82,62,46,48,43,348,0.22033898305084745,1.0
50,105,125,55,95,50,480,0.375886524822695,65,130,60,75,60,75,465,0.689922480620155,2.0
74,94,131,54,116,20,489,0.4485294117647059,125,120,90,170,100,95,700,0.78125,1.0
50,120,53,35,110,87,455,0.640625,76,147,90,60,70,97,540,0.8267716535433071,1.0
40,45,40,35,35,56,251,0.373015873015873,50,75,45,40,45,60,315,0.4380165289256198,2.0
85,97,66,105,66,65,484,0.47107438016528924,100,100,100,100,100,100,600,0.8602941176470589,2.0
50,53,48,53,48,64,316,0.4076923076923077,50,65,107,105,107,86,520,0.7313432835820896,0.5
65,125,100,55,70,85,500,0.6532258064516129,78,84,78,109,85,100,534,0.8646616541353384,0.25
70,110,80,55,80,105,500,0.8794326241134752,110,78,73,76,71,60,468,0.3333333333333333,1.0
86,68,72,109,66,106,507,0.8099173553719008,45,100,45,45,45,10,290,0.2949640287769784,1.0
76,104,71,104,71,108,534,0.912751677852349,70,110,80,55,80,105,500,0.8794326241134752,0.5
105,105,75,65,100,50,500,0.37593984962406013,44,58,44,58,44,61,309,0.41964285714285715,1.0
110,65,105,55,95,80,510,0.6258503401360545,20,10,230,10,230,5,505,0.0,1.0
55,45,50,45,65,80,340,0.5546218487394958,73,115,60,60,60,90,458,0.6694915254237288,1.0
64,115,65,83,63,65,455,0.5323741007194245,120,120,120,120,120,120,720,0.9344262295081968,0.0
105,105,75,65,100,50,500,0.37593984962406013,90,50,34,60,44,70,348,0.6283185840707964,0.5
44,48,65,50,64,43,314,0.1623931623931624,170,90,45,90,45,60,500,0.427536231884058,0.5
106,190,100,154,100,130,780,0.9259259259259259,90,85,100,95,125,85,580,0.6834532374100719,1.0
70,65,60,90,75,90,450,0.6571428571428571,60,62,50,62,60,40,334,0.18181818181818182,4.0
60,50,70,80,80,140,480,0.8449612403100775,80,70,70,90,100,70,480,0.5609756097560976,1.0
45,75,37,70,55,83,365,0.6183206106870229,60,55,90,145,90,80,520,0.6071428571428571,0.5
85,120,70,50,60,100,485,0.8308823529411765,69,55,45,55,55,15,294,0.11666666666666667,2.0
70,70,115,130,90,60,535,0.5338983050847458,70,150,140,65,100,75,600,0.55,0.5
83,80,80,135,80,121,579,0.9444444444444444,50,95,90,95,90,180,600,0.9172413793103448,1.0
72,95,67,103,71,122,530,0.9606299212598425,72,58,80,103,80,97,490,0.7171052631578947,2.0
79,105,70,145,80,101,580,0.8608695652173913,55,65,95,95,45,85,440,0.6610169491525424,2.0
86,76,86,116,56,95,515,0.7982456140350878,105,95,80,40,80,90,490,0.753968253968254,1.0
40,50,45,70,45,70,320,0.5517241379310345,45,50,45,115,55,95,405,0.6936936936936937,2.0
80,75,150,75,150,50,580,0.30973451327433627,60,60,60,105,105,105,495,0.848,1.0
90,75,85,115,90,55,510,0.3445378151260504,40,55,80,35,60,30,300,0.15037593984962405,1.0
70,60,62,80,82,60,414,0.4375,74,48,76,83,81,104,466,0.7913043478260869,2.0
70,84,70,65,70,51,410,0.2949640287769784,50,50,95,40,50,35,320,0.20279720279720279,0.5
88,107,122,74,75,64,530,0.4596774193548387,31,45,90,30,30,40,266,0.21929824561403508,0.5
50,20,40,20,40,20,190,0.0962962962962963,50,50,40,50,40,64,294,0.45588235294117646,1.0
64,115,65,83,63,65,455,0.5323741007194245,120,70,120,75,130,85,600,0.6694915254237288,2.0
44,48,65,50,64,43,314,0.1623931623931624,65,47,55,73,75,85,400,0.65,1.0
80,80,80,80,80,80,480,0.5606060606060606,60,85,60,50,50,125,430,0.9090909090909091,1.0
65,100,70,80,80,105,500,0.8666666666666667,50,40,85,40,65,25,305,0.08870967741935484,2.0
70,55,65,95,85,70,440,0.5307692307692308,73,76,75,81,100,100,505,0.8110236220472441,2.0
78,130,111,130,85,100,634,0.8561151079136691,54,63,52,83,56,97,405,0.7697841726618705,0.5
70,62,67,55,55,56,365,0.38513513513513514,80,80,50,40,50,25,325,0.176056338028169,0.5
30,45,55,70,55,85,340,0.5633802816901409,46,57,40,40,40,50,273,0.25,1.0
60,60,60,105,105,105,495,0.848,50,50,62,40,62,65,329,0.4188034188034188,1.0
35,55,40,50,50,90,320,0.6838235294117647,60,150,50,150,50,60,520,0.5,1.0
60,80,50,50,50,40,330,0.23853211009174313,45,85,70,40,40,60,340,0.5229357798165137,0.5
35,55,40,50,50,90,320,0.6838235294117647,50,35,55,25,25,15,205,0.05263157894736842,1.0
80,120,70,110,70,80,530,0.6422764227642277,45,53,70,40,60,42,310,0.25735294117647056,2.0
100,150,120,120,100,90,680,0.6493506493506493,61,90,45,50,50,160,456,0.9230769230769231,2.0
75,98,63,98,63,101,498,0.849624060150376,125,120,90,170,100,95,700,0.78125,0.5
80,185,115,40,105,75,600,0.6230769230769231,44,38,39,61,79,42,303,0.2251655629139073,0.25
100,100,80,60,60,50,450,0.3050847457627119,100,120,120,150,100,90,680,0.7880794701986755,2.0
70,75,80,135,80,135,575,0.917910447761194,72,60,30,20,30,25,237,0.11570247933884298,1.0
40,45,40,35,35,56,251,0.373015873015873,59,59,58,90,70,73,409,0.5826086956521739,1.0
60,55,50,40,55,45,305,0.22377622377622378,90,75,85,115,90,55,510,0.3445378151260504,1.0
90,130,80,65,85,55,505,0.4396551724137931,65,150,40,15,80,145,495,0.9663865546218487,0.25
75,95,67,125,95,83,540,0.7117117117117117,125,58,58,76,76,67,460,0.515625,0.5
85,110,76,65,82,56,474,0.3933333333333333,80,125,75,40,95,85,500,0.6911764705882353,0.5
65,65,60,110,95,130,525,0.9253731343283582,150,120,100,120,100,90,680,0.664179104477612,0.5
95,110,95,40,95,55,490,0.40336134453781514,60,100,85,80,85,100,510,0.7007874015748031,1.0
65,80,65,35,65,60,370,0.38405797101449274,53,51,53,61,56,40,314,0.14285714285714285,1.0
60,40,80,60,45,40,325,0.23529411764705882,125,130,90,130,90,95,660,0.7734375,0.5
65,40,70,80,140,70,465,0.5954198473282443,64,78,52,78,52,81,405,0.6422764227642277,4.0
78,130,111,130,85,100,634,0.8561151079136691,65,95,75,55,55,85,430,0.6933333333333334,0.5
40,55,30,30,30,60,245,0.43548387096774194,45,100,135,65,135,45,525,0.29411764705882354,0.0
60,100,89,55,69,112,485,0.9298245614035088,50,160,110,160,110,110,700,0.8854961832061069,0.5
55,40,50,65,85,40,335,0.3181818181818182,85,110,90,45,90,80,500,0.6206896551724138,0.0
85,76,64,45,55,90,415,0.6739130434782609,90,120,75,60,60,45,450,0.29411764705882354,1.0
60,130,80,60,60,70,460,0.5153846153846153,70,80,70,80,70,110,480,0.6594202898550725,0.0
50,180,20,180,20,150,600,0.9029850746268657,95,109,105,75,85,56,525,0.34513274336283184,2.0
95,60,79,100,125,81,540,0.6201550387596899,50,65,107,105,107,86,520,0.7272727272727273,1.0
45,50,45,115,55,95,405,0.6936936936936937,110,80,90,95,90,65,530,0.5033557046979866,1.0
110,130,80,70,60,80,530,0.5862068965517241,50,100,150,100,150,50,600,0.37142857142857144,2.0
55,69,85,32,35,28,304,0.09302325581395349,125,170,100,120,90,95,700,0.77,1.0
71,82,64,64,59,112,452,0.9327731092436975,62,50,58,73,54,72,369,0.4435483870967742,1.0
45,65,34,40,34,45,263,0.2589928057553957,130,70,35,70,35,60,400,0.4017857142857143,2.0
75,80,95,90,100,50,490,0.2158273381294964,78,92,75,74,63,118,500,0.8842975206611571,0.5
50,65,85,35,35,55,325,0.32575757575757575,77,120,90,60,90,48,485,0.2785714285714286,1.0
35,35,40,35,55,50,250,0.40336134453781514,43,30,55,40,65,97,330,0.6030534351145038,2.0
165,75,80,40,45,65,470,0.5151515151515151,43,80,65,50,35,35,308,0.14193548387096774,0.5
90,85,75,115,100,115,580,0.9381443298969072,70,120,40,95,40,95,460,0.8106060606060606,2.0
91,72,90,129,90,108,580,0.8620689655172413,95,125,79,60,100,81,540,0.6165413533834586,0.25
70,75,80,135,80,135,575,0.917910447761194,70,80,102,80,102,40,474,0.2677165354330709,2.0
80,75,150,75,150,50,580,0.30973451327433627,80,90,80,130,110,110,600,0.856,1.0
60,80,50,40,40,30,300,0.15328467153284672,70,77,60,97,60,108,472,0.8394160583941606,1.0
48,61,40,61,40,50,300,0.2543859649122807,70,84,70,65,70,51,410,0.2949640287769784,0.5
50,65,107,105,107,86,520,0.6991150442477876,120,70,120,75,130,85,600,0.6694915254237288,1.0
84,86,88,111,101,60,530,0.4634146341463415,77,120,90,60,90,48,485,0.2785714285714286,0.5
90,55,75,60,75,30,385,0.13970588235294118,65,95,75,55,55,85,430,0.6933333333333334,1.0
70,94,50,94,50,66,424,0.48148148148148145,55,70,40,60,40,40,305,0.26956521739130435,1.0
70,115,60,115,60,55,475,0.4647887323943662,120,70,120,75,130,85,600,0.6694915254237288,2.0
60,55,50,40,55,45,305,0.22377622377622378,114,85,70,85,80,30,464,0.2066115702479339,1.0
100,100,80,60,60,50,450,0.3050847457627119,75,95,122,58,75,69,494,0.5725806451612904,1.0
80,95,82,60,82,75,474,0.6,65,70,60,65,65,115,440,0.8583333333333333,1.0
40,55,30,30,30,85,270,0.688,38,30,41,30,41,60,240,0.2897196261682243,1.0
75,95,95,95,95,85,540,0.6470588235294118,78,81,71,74,69,126,499,0.9090909090909091,2.0
60,40,50,75,85,95,405,0.6044776119402985,76,25,45,67,55,24,292,0.0390625,1.0
74,108,133,83,65,32,495,0.32142857142857145,45,40,60,40,75,50,310,0.2926829268292683,2.0
73,115,60,60,60,90,458,0.6694915254237288,35,55,40,45,40,60,275,0.35714285714285715,1.0
50,70,50,50,50,40,310,0.16296296296296298,30,105,90,25,25,50,325,0.2773722627737226,0.5
70,120,65,45,85,125,510,0.9747899159663865,75,98,63,98,63,101,498,0.849624060150376,0.5
95,75,80,100,110,30,490,0.24242424242424243,85,105,55,85,50,115,495,0.9032258064516129,0.5
70,40,50,55,50,25,290,0.061068702290076333,45,25,50,25,25,35,205,0.13076923076923078,1.0
75,100,110,45,55,65,450,0.5333333333333333,78,130,111,130,85,100,634,0.8561151079136691,2.0
110,80,90,95,90,65,530,0.5033557046979866,50,65,64,44,48,43,314,0.2196969696969697,0.25
86,68,72,109,66,106,507,0.8099173553719008,62,77,62,50,42,65,358,0.4838709677419355,1.0
95,124,78,69,71,58,495,0.37398373983739835,110,80,90,95,90,65,530,0.5033557046979866,2.0
